month,category,region,sku,product_name,qty,amount,cost,margin
2026-05,Beverage,ภาคเหนือ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1193,77545,57264,20281
2026-05,Beverage,ภาคเหนือ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,225,69750,58950,10800
2026-05,Beverage,ภาคอีสาน,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1008,65520,48384,17136
2026-05,Beverage,ภาคอีสาน,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,268,83080,70216,12864
2026-05,Beverage,ภาคใต้,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1096,71240,52608,18632
2026-05,Beverage,ภาคใต้,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,227,70370,59474,10896
2026-05,Packaging,กรุงเทพ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,902,162360,119064,43296
2026-05,Packaging,กรุงเทพ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,1633,155135,107778,47357
2026-05,Packaging,ภาคกลาง,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,287,51660,37884,13776
2026-05,Packaging,ภาคกลาง,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,741,70395,48906,21489
2026-05,Packaging,ภาคตะวันออก,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,397,71460,52404,19056
2026-05,Packaging,ภาคตะวันออก,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,512,48640,33792,14848
2026-05,Packaging,ภาคเหนือ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,253,45540,33396,12144
2026-05,Packaging,ภาคเหนือ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,576,54720,38016,16704
2026-05,Packaging,ภาคอีสาน,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,314,56520,41448,15072
2026-05,Packaging,ภาคอีสาน,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,469,44555,30954,13601
2026-05,Packaging,ภาคใต้,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,254,45720,33528,12192
2026-05,Packaging,ภาคใต้,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,535,50825,35310,15515
2026-06,Frozen,กรุงเทพ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,8471,804745,609912,194833
2026-06,Frozen,กรุงเทพ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,2557,818240,652035,166205
2026-06,Frozen,ภาคกลาง,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2482,235790,178704,57086
2026-06,Frozen,ภาคกลาง,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,668,213760,170340,43420
2026-06,Frozen,ภาคตะวันออก,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2903,275785,209016,66769
2026-06,Frozen,ภาคตะวันออก,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,700,224000,178500,45500
2026-06,Frozen,ภาคเหนือ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2231,211945,160632,51313
2026-06,Frozen,ภาคเหนือ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,677,216640,172635,44005
2026-06,Frozen,ภาคอีสาน,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,1995,189525,143640,45885
2026-06,Frozen,ภาคอีสาน,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,689,220480,175695,44785
2026-06,Frozen,ภาคใต้,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2088,198360,150336,48024
2026-06,Frozen,ภาคใต้,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,639,204480,162945,41535
2026-06,Chilled,กรุงเทพ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,4227,414246,338160,76086
2026-06,Chilled,กรุงเทพ,CH-2033,เนยเค็ม 500 ก.,2980,432100,342700,89400
2026-06,Chilled,ภาคกลาง,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1567,153566,125360,28206
2026-06,Chilled,ภาคกลาง,CH-2033,เนยเค็ม 500 ก.,1164,168780,133860,34920
2026-06,Chilled,ภาคตะวันออก,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1959,191982,156720,35262
2026-06,Chilled,ภาคตะวันออก,CH-2033,เนยเค็ม 500 ก.,1074,155730,123510,32220
2026-06,Chilled,ภาคเหนือ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1151,112798,92080,20718
2026-06,Chilled,ภาคเหนือ,CH-2033,เนยเค็ม 500 ก.,996,144420,114540,29880
2026-06,Chilled,ภาคอีสาน,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1308,128184,104640,23544
2026-06,Chilled,ภาคอีสาน,CH-2033,เนยเค็ม 500 ก.,839,121655,96485,25170
2026-06,Chilled,ภาคใต้,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1247,122206,99760,22446
2026-06,Chilled,ภาคใต้,CH-2033,เนยเค็ม 500 ก.,898,130210,103270,26940
2026-06,Dry,กรุงเทพ,DR-3001,ข้าวหอมมะลิ 15 กก.,579,399510,341610,57900
2026-06,Dry,กรุงเทพ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,579,416880,370560,46320
2026-06,Dry,ภาคกลาง,DR-3001,ข้าวหอมมะลิ 15 กก.,293,202170,172870,29300
2026-06,Dry,ภาคกลาง,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,214,154080,136960,17120
2026-06,Dry,ภาคตะวันออก,DR-3001,ข้าวหอมมะลิ 15 กก.,280,193200,165200,28000
2026-06,Dry,ภาคตะวันออก,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,221,159120,141440,17680
2026-06,Dry,ภาคเหนือ,DR-3001,ข้าวหอมมะลิ 15 กก.,230,158700,135700,23000
2026-06,Dry,ภาคเหนือ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,195,140400,124800,15600
2026-06,Dry,ภาคอีสาน,DR-3001,ข้าวหอมมะลิ 15 กก.,184,126960,108560,18400
2026-06,Dry,ภาคอีสาน,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,229,164880,146560,18320
2026-06,Dry,ภาคใต้,DR-3001,ข้าวหอมมะลิ 15 กก.,240,165600,141600,24000
2026-06,Dry,ภาคใต้,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,217,156240,138880,17360
2026-06,Beverage,กรุงเทพ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,3082,200330,147936,52394
2026-06,Beverage,กรุงเทพ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,738,228780,193356,35424
2026-06,Beverage,ภาคกลาง,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1246,80990,59808,21182
2026-06,Beverage,ภาคกลาง,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,330,102300,86460,15840
2026-06,Beverage,ภาคตะวันออก,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1501,97565,72048,25517
2026-06,Beverage,ภาคตะวันออก,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,326,101060,85412,15648
2026-06,Beverage,ภาคเหนือ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1029,66885,49392,17493
2026-06,Beverage,ภาคเหนือ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,210,65100,55020,10080
2026-06,Beverage,ภาคอีสาน,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1122,72930,53856,19074
2026-06,Beverage,ภาคอีสาน,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,195,60450,51090,9360
2026-06,Beverage,ภาคใต้,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,943,61295,45264,16031
2026-06,Beverage,ภาคใต้,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,270,83700,70740,12960
2026-06,Packaging,กรุงเทพ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,882,158760,116424,42336
2026-06,Packaging,กรุงเทพ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,1670,158650,110220,48430
2026-06,Packaging,ภาคกลาง,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,307,55260,40524,14736
2026-06,Packaging,ภาคกลาง,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,647,61465,42702,18763
2026-06,Packaging,ภาคตะวันออก,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,356,64080,46992,17088
2026-06,Packaging,ภาคตะวันออก,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,565,53675,37290,16385
2026-06,Packaging,ภาคเหนือ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,221,39780,29172,10608
2026-06,Packaging,ภาคเหนือ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,394,37430,26004,11426
2026-06,Packaging,ภาคอีสาน,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,278,50040,36696,13344
2026-06,Packaging,ภาคอีสาน,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,495,47025,32670,14355
2026-06,Packaging,ภาคใต้,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,327,58860,43164,15696
2026-06,Packaging,ภาคใต้,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,620,58900,40920,17980
2026-07,Frozen,กรุงเทพ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,8577,814815,617544,197271
2026-07,Frozen,กรุงเทพ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,2504,801280,638520,162760
2026-07,Frozen,ภาคกลาง,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,3132,297540,225504,72036
2026-07,Frozen,ภาคกลาง,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,766,245120,195330,49790
2026-07,Frozen,ภาคตะวันออก,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2509,238355,180648,57707
2026-07,Frozen,ภาคตะวันออก,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,755,241600,192525,49075
2026-07,Frozen,ภาคเหนือ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,1851,175845,133272,42573
2026-07,Frozen,ภาคเหนือ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,665,212800,169575,43225
2026-07,Frozen,ภาคอีสาน,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2125,201875,153000,48875
2026-07,Frozen,ภาคอีสาน,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,710,227200,181050,46150
2026-07,Frozen,ภาคใต้,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2450,232750,176400,56350
2026-07,Frozen,ภาคใต้,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,640,204800,163200,41600
2026-07,Chilled,กรุงเทพ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,5000,490000,400000,90000
2026-07,Chilled,กรุงเทพ,CH-2033,เนยเค็ม 500 ก.,2836,411220,326140,85080
2026-07,Chilled,ภาคกลาง,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1643,161014,131440,29574
2026-07,Chilled,ภาคกลาง,CH-2033,เนยเค็ม 500 ก.,1086,157470,124890,32580
2026-07,Chilled,ภาคตะวันออก,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,2016,197568,161280,36288
2026-07,Chilled,ภาคตะวันออก,CH-2033,เนยเค็ม 500 ก.,1137,164865,130755,34110
2026-07,Chilled,ภาคเหนือ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1623,159054,129840,29214
2026-07,Chilled,ภาคเหนือ,CH-2033,เนยเค็ม 500 ก.,807,117015,92805,24210
2026-07,Chilled,ภาคอีสาน,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1630,159740,130400,29340
2026-07,Chilled,ภาคอีสาน,CH-2033,เนยเค็ม 500 ก.,1030,149350,118450,30900
2026-07,Chilled,ภาคใต้,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1264,123872,101120,22752
2026-07,Chilled,ภาคใต้,CH-2033,เนยเค็ม 500 ก.,900,130500,103500,27000
2026-07,Dry,กรุงเทพ,DR-3001,ข้าวหอมมะลิ 15 กก.,661,456090,389990,66100
2026-07,Dry,กรุงเทพ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,803,578160,513920,64240
2026-07,Dry,ภาคกลาง,DR-3001,ข้าวหอมมะลิ 15 กก.,241,166290,142190,24100
2026-07,Dry,ภาคกลาง,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,250,180000,160000,20000
2026-07,Dry,ภาคตะวันออก,DR-3001,ข้าวหอมมะลิ 15 กก.,230,158700,135700,23000
2026-07,Dry,ภาคตะวันออก,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,277,199440,177280,22160
2026-07,Dry,ภาคเหนือ,DR-3001,ข้าวหอมมะลิ 15 กก.,186,128340,109740,18600
2026-07,Dry,ภาคเหนือ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,185,133200,118400,14800
2026-07,Dry,ภาคอีสาน,DR-3001,ข้าวหอมมะลิ 15 กก.,221,152490,130390,22100
2026-07,Dry,ภาคอีสาน,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,177,127440,113280,14160
2026-07,Dry,ภาคใต้,DR-3001,ข้าวหอมมะลิ 15 กก.,266,183540,156940,26600
2026-07,Dry,ภาคใต้,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,223,160560,142720,17840
2026-07,Beverage,กรุงเทพ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,4129,268385,198192,70193
2026-07,Beverage,กรุงเทพ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,900,279000,235800,43200
2026-07,Beverage,ภาคกลาง,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1235,80275,59280,20995
2026-07,Beverage,ภาคกลาง,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,294,91140,77028,14112
2026-07,Beverage,ภาคตะวันออก,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1215,78975,58320,20655
2026-07,Beverage,ภาคตะวันออก,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,307,95170,80434,14736
2026-07,Beverage,ภาคเหนือ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1152,74880,55296,19584
2026-07,Beverage,ภาคเหนือ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,201,62310,52662,9648
2026-07,Beverage,ภาคอีสาน,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1300,84500,62400,22100
2026-07,Beverage,ภาคอีสาน,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,200,62000,52400,9600
2026-07,Beverage,ภาคใต้,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1486,96590,71328,25262
2026-07,Beverage,ภาคใต้,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,239,74090,62618,11472
2026-07,Packaging,กรุงเทพ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,839,151020,110748,40272
2026-07,Packaging,กรุงเทพ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,1448,137560,95568,41992
2026-07,Packaging,ภาคกลาง,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,317,57060,41844,15216
2026-07,Packaging,ภาคกลาง,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,676,64220,44616,19604
2026-07,Packaging,ภาคตะวันออก,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,280,50400,36960,13440
2026-07,Packaging,ภาคตะวันออก,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,561,53295,37026,16269
2026-07,Packaging,ภาคเหนือ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,253,45540,33396,12144
2026-07,Packaging,ภาคเหนือ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,589,55955,38874,17081
2026-07,Packaging,ภาคอีสาน,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,247,44460,32604,11856
2026-07,Packaging,ภาคอีสาน,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,526,49970,34716,15254
2026-07,Packaging,ภาคใต้,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,252,45360,33264,12096
2026-07,Packaging,ภาคใต้,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,528,50160,34848,15312
2026-08,Frozen,กรุงเทพ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,6765,642675,487080,155595
2026-08,Frozen,กรุงเทพ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,2204,705280,562020,143260
2026-08,Frozen,ภาคกลาง,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2966,281770,213552,68218
2026-08,Frozen,ภาคกลาง,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,837,267840,213435,54405
2026-08,Frozen,ภาคตะวันออก,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,3132,297540,225504,72036
2026-08,Frozen,ภาคตะวันออก,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,824,263680,210120,53560
2026-08,Frozen,ภาคเหนือ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2034,193230,146448,46782
2026-08,Frozen,ภาคเหนือ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,669,214080,170595,43485
2026-08,Frozen,ภาคอีสาน,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2665,253175,191880,61295
2026-08,Frozen,ภาคอีสาน,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,777,248640,198135,50505
2026-08,Frozen,ภาคใต้,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2416,229520,173952,55568
2026-08,Frozen,ภาคใต้,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,641,205120,163455,41665
2026-08,Chilled,กรุงเทพ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,4737,464226,378960,85266
2026-08,Chilled,กรุงเทพ,CH-2033,เนยเค็ม 500 ก.,2909,421805,334535,87270
2026-08,Chilled,ภาคกลาง,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1824,178752,145920,32832
2026-08,Chilled,ภาคกลาง,CH-2033,เนยเค็ม 500 ก.,1059,153555,121785,31770
2026-08,Chilled,ภาคตะวันออก,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1822,178556,145760,32796
2026-08,Chilled,ภาคตะวันออก,CH-2033,เนยเค็ม 500 ก.,1007,146015,115805,30210
2026-08,Chilled,ภาคเหนือ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1460,143080,116800,26280
2026-08,Chilled,ภาคเหนือ,CH-2033,เนยเค็ม 500 ก.,1062,153990,122130,31860
2026-08,Chilled,ภาคอีสาน,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1357,132986,108560,24426
2026-08,Chilled,ภาคอีสาน,CH-2033,เนยเค็ม 500 ก.,1086,157470,124890,32580
2026-08,Chilled,ภาคใต้,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1704,166992,136320,30672
2026-08,Chilled,ภาคใต้,CH-2033,เนยเค็ม 500 ก.,882,127890,101430,26460
2026-08,Dry,กรุงเทพ,DR-3001,ข้าวหอมมะลิ 15 กก.,660,455400,389400,66000
2026-08,Dry,กรุงเทพ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,715,514800,457600,57200
2026-08,Dry,ภาคกลาง,DR-3001,ข้าวหอมมะลิ 15 กก.,263,181470,155170,26300
2026-08,Dry,ภาคกลาง,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,287,206640,183680,22960
2026-08,Dry,ภาคตะวันออก,DR-3001,ข้าวหอมมะลิ 15 กก.,234,161460,138060,23400
2026-08,Dry,ภาคตะวันออก,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,306,220320,195840,24480
2026-08,Dry,ภาคเหนือ,DR-3001,ข้าวหอมมะลิ 15 กก.,225,155250,132750,22500
2026-08,Dry,ภาคเหนือ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,238,171360,152320,19040
2026-08,Dry,ภาคอีสาน,DR-3001,ข้าวหอมมะลิ 15 กก.,209,144210,123310,20900
2026-08,Dry,ภาคอีสาน,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,254,182880,162560,20320
2026-08,Dry,ภาคใต้,DR-3001,ข้าวหอมมะลิ 15 กก.,243,167670,143370,24300
2026-08,Dry,ภาคใต้,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,252,181440,161280,20160
2026-08,Beverage,กรุงเทพ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,4801,312065,230448,81617
2026-08,Beverage,กรุงเทพ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,852,264120,223224,40896
2026-08,Beverage,ภาคกลาง,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1375,89375,66000,23375
2026-08,Beverage,ภาคกลาง,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,287,88970,75194,13776
2026-08,Beverage,ภาคตะวันออก,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1760,114400,84480,29920
2026-08,Beverage,ภาคตะวันออก,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,324,100440,84888,15552
2026-08,Beverage,ภาคเหนือ,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,994,64610,47712,16898
2026-08,Beverage,ภาคเหนือ,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,288,89280,75456,13824
2026-08,Beverage,ภาคอีสาน,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1073,69745,51504,18241
2026-08,Beverage,ภาคอีสาน,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,264,81840,69168,12672
2026-08,Beverage,ภาคใต้,BV-4002,น้ำดื่ม 600 มล. แพ็ก 12,1119,72735,53712,19023
2026-08,Beverage,ภาคใต้,BV-4020,น้ำอัดลมกระป๋อง แพ็ก 24,280,86800,73360,13440
2026-08,Packaging,กรุงเทพ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,1043,187740,137676,50064
2026-08,Packaging,กรุงเทพ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,2221,210995,146586,64409
2026-08,Packaging,ภาคกลาง,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,333,59940,43956,15984
2026-08,Packaging,ภาคกลาง,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,614,58330,40524,17806
2026-08,Packaging,ภาคตะวันออก,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,361,64980,47652,17328
2026-08,Packaging,ภาคตะวันออก,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,574,54530,37884,16646
2026-08,Packaging,ภาคเหนือ,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,338,60840,44616,16224
2026-08,Packaging,ภาคเหนือ,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,559,53105,36894,16211
2026-08,Packaging,ภาคอีสาน,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,277,49860,36564,13296
2026-08,Packaging,ภาคอีสาน,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,562,53390,37092,16298
2026-08,Packaging,ภาคใต้,PK-5003,กล่องอาหารกระดาษ 100 ชิ้น,323,58140,42636,15504
2026-08,Packaging,ภาคใต้,PK-5017,ถุงซิปล็อค 10 นิ้ว 100 ใบ,524,49780,34584,15196
2026-09,Frozen,กรุงเทพ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,9294,882930,669168,213762
2026-09,Frozen,กรุงเทพ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,2212,707840,564060,143780
2026-09,Frozen,ภาคกลาง,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2872,272840,206784,66056
2026-09,Frozen,ภาคกลาง,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,847,271040,215985,55055
2026-09,Frozen,ภาคตะวันออก,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,3120,296400,224640,71760
2026-09,Frozen,ภาคตะวันออก,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,847,271040,215985,55055
2026-09,Frozen,ภาคเหนือ,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2790,265050,200880,64170
2026-09,Frozen,ภาคเหนือ,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,707,226240,180285,45955
2026-09,Frozen,ภาคอีสาน,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2821,267995,203112,64883
2026-09,Frozen,ภาคอีสาน,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,620,198400,158100,40300
2026-09,Frozen,ภาคใต้,FZ-1042,ปีกไก่แช่แข็ง 1 กก.,2573,244435,185256,59179
2026-09,Frozen,ภาคใต้,FZ-1108,กุ้งขาวแช่แข็ง 31/40 1 กก.,860,275200,219300,55900
2026-09,Chilled,กรุงเทพ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,4290,420420,343200,77220
2026-09,Chilled,กรุงเทพ,CH-2033,เนยเค็ม 500 ก.,2890,419050,332350,86700
2026-09,Chilled,ภาคกลาง,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1668,163464,133440,30024
2026-09,Chilled,ภาคกลาง,CH-2033,เนยเค็ม 500 ก.,1106,160370,127190,33180
2026-09,Chilled,ภาคตะวันออก,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1590,155820,127200,28620
2026-09,Chilled,ภาคตะวันออก,CH-2033,เนยเค็ม 500 ก.,1079,156455,124085,32370
2026-09,Chilled,ภาคเหนือ,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1281,125538,102480,23058
2026-09,Chilled,ภาคเหนือ,CH-2033,เนยเค็ม 500 ก.,841,121945,96715,25230
2026-09,Chilled,ภาคอีสาน,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1637,160426,130960,29466
2026-09,Chilled,ภาคอีสาน,CH-2033,เนยเค็ม 500 ก.,1059,153555,121785,31770
2026-09,Chilled,ภาคใต้,CH-2010,นมสดพาสเจอร์ไรส์ 2 ลิตร,1493,146314,119440,26874
2026-09,Chilled,ภาคใต้,CH-2033,เนยเค็ม 500 ก.,1249,181105,143635,37470
2026-09,Dry,กรุงเทพ,DR-3001,ข้าวหอมมะลิ 15 กก.,830,572700,489700,83000
2026-09,Dry,กรุงเทพ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,684,492480,437760,54720
2026-09,Dry,ภาคกลาง,DR-3001,ข้าวหอมมะลิ 15 กก.,302,208380,178180,30200
2026-09,Dry,ภาคกลาง,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,288,207360,184320,23040
2026-09,Dry,ภาคตะวันออก,DR-3001,ข้าวหอมมะลิ 15 กก.,352,242880,207680,35200
2026-09,Dry,ภาคตะวันออก,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,271,195120,173440,21680
2026-09,Dry,ภาคเหนือ,DR-3001,ข้าวหอมมะลิ 15 กก.,209,144210,123310,20900
2026-09,Dry,ภาคเหนือ,DR-3015,น้ำมันปาล์ม 13.75 ลิตร,269,193680,172160,21520
2026-09,Dry,ภาคอีสาน,DR-3001,ข้าวหอมมะลิ 15 กก.,260,179400,153400,26000
